date,open,high,low,close,volume
2022-05-17,140.6902,141.9957,140.3512,140.7976,4207412
2022-05-18,144.8545,145.6618,143.5362,145.0855,4675292
2022-05-19,148.9326,150.3615,148.2922,148.4692,6038861
2022-05-20,143.6119,144.6951,143.2131,143.7456,4178019
2022-05-23,143.7625,144.0612,143.1317,143.7882,1176451
2022-05-24,149.6774,150.0400,149.1334,149.5227,2449989
2022-05-25,149.3232,149.7312,148.0871,148.9596,3104552
2022-05-26,149.9223,151.4999,148.6404,150.2063,2409114
2022-05-27,147.6427,149.0035,146.5073,147.7393,5786075
2022-05-30,148.7314,150.0771,147.3869,148.8704,1202590
2022-05-31,151.9853,152.8141,150.1821,151.6454,7384281
2022-06-01,150.7297,151.2754,150.1664,151.1618,7756846
2022-06-02,150.5297,151.0668,149.4068,150.2005,1007086
2022-06-03,153.1391,153.6754,151.9737,152.7977,3846801
2022-06-06,153.1053,154.3170,152.1136,153.5610,4167187
2022-06-07,151.6951,153.2042,150.4724,151.4348,7058991
2022-06-08,154.2312,155.4149,152.7089,154.6249,4872021
2022-06-09,152.1987,153.8453,151.1149,152.4164,3561348
2022-06-10,151.4165,152.7485,151.1177,151.7336,5414007
2022-06-13,154.0452,154.7012,153.4142,154.0384,6214567
2022-06-14,150.5936,152.1963,149.4660,150.8419,5133084
2022-06-15,152.5710,154.0644,152.1272,152.5889,1174284
2022-06-16,150.1783,151.1301,148.5401,149.9453,7563865
2022-06-17,149.9976,150.1077,148.6488,149.8114,1084960
2022-06-20,149.0150,150.0701,147.5251,148.8258,5565472
2022-06-21,148.3591,148.7438,147.7968,148.0479,5280928
2022-06-22,150.7400,151.8627,150.0021,150.6387,3979443
2022-06-23,153.0484,153.2996,151.8272,152.9133,2355826
2022-06-24,151.8220,153.1570,150.9034,152.1091,2752291
2022-06-27,150.4628,151.0042,150.3596,150.5017,6865273
2022-06-28,151.5575,152.4400,150.7823,151.8807,7180103
2022-06-29,153.8251,154.9559,152.2139,153.7458,5666098
2022-06-30,153.8177,154.1748,152.5395,153.4001,2445885
2022-07-01,151.6960,152.6220,150.5858,151.6719,3170699
2022-07-04,155.0792,156.4983,155.0318,155.1888,6221506
2022-07-05,151.2623,152.6738,150.4899,150.8647,3257302
2022-07-06,152.4764,152.7290,150.6001,152.0799,4720989
2022-07-07,147.1659,147.7202,145.7745,147.5017,4853655
2022-07-08,146.3275,146.5562,145.2801,146.3541,4029040
2022-07-11,145.8573,146.0263,145.2830,145.5832,6715986
2022-07-12,145.4025,145.9798,144.5577,145.2730,1838644
2022-07-13,145.9273,147.1333,145.8933,145.9518,7311809
2022-07-14,146.1930,147.2220,144.9263,146.1170,6143717
2022-07-15,143.2885,143.6819,142.2609,143.1387,2448613
2022-07-18,145.1389,145.8574,144.4261,144.9739,2414298
2022-07-19,146.5541,147.0057,145.7525,146.5899,4268147
2022-07-20,147.9136,148.4019,146.5844,147.4597,2793884
2022-07-21,148.1808,149.3657,146.9100,148.1840,3680784
2022-07-22,151.1538,151.9673,150.8577,151.5320,2342747
2022-07-25,154.0152,154.6065,152.6080,154.3714,1127347
2022-07-26,151.2235,152.0440,149.9705,150.8223,3132121
2022-07-27,152.8425,154.1263,151.2118,152.5944,1297540
2022-07-28,149.8385,150.1160,148.4399,149.9227,7549772
2022-07-29,150.7833,150.8249,149.7340,150.6947,7246277
2022-08-01,150.5215,150.8104,149.3067,149.9779,3766604
2022-08-02,145.4154,146.9181,145.0619,145.9814,1504860
2022-08-03,142.4784,142.9925,141.8680,142.7423,6855721
2022-08-04,140.2411,140.4526,139.7458,140.3672,4461559
2022-08-05,137.0809,137.9193,135.8199,137.1835,1587910
2022-08-08,136.0159,137.4382,134.9927,136.4542,3110411
2022-08-09,137.0113,137.0918,136.6221,136.9005,4591178
2022-08-10,137.2741,137.4719,136.1580,137.3466,4935656
2022-08-11,136.4448,136.8723,136.2720,136.4457,1278384
2022-08-12,135.5312,136.0668,134.5230,135.4817,4742016
2022-08-15,138.0226,138.1473,136.8665,137.9708,1719619
2022-08-16,137.2130,137.2928,136.3429,136.6997,7167487
2022-08-17,139.5991,140.7255,138.0462,139.2379,3547993
2022-08-18,142.9128,143.6313,142.3149,142.6079,3840913
2022-08-19,140.5072,141.7823,139.8311,140.5236,2088199
2022-08-22,138.9954,140.6199,137.9955,139.2441,5876831
2022-08-23,138.1792,139.7485,137.0301,138.5063,3443818
2022-08-24,138.3036,139.0275,137.8552,138.4884,4435159
2022-08-25,137.2933,137.3531,135.8809,136.9974,6461965
2022-08-26,134.8905,135.3796,134.5226,134.9494,7280857
2022-08-29,134.6493,135.6777,134.4490,134.9676,7096888
2022-08-30,134.3961,134.4886,132.8693,134.1835,5023997
2022-08-31,132.4589,133.4412,131.8835,132.3873,1655740
2022-09-01,135.3514,135.7626,134.6426,135.5801,5828516
2022-09-02,136.3899,136.8909,135.6073,136.5558,3840792
2022-09-05,133.9280,134.7898,132.9036,133.4408,4897108
2022-09-06,131.8524,132.6617,131.8141,131.9918,3098204
2022-09-07,130.7417,132.2414,130.5004,131.0530,4448630
2022-09-08,133.4902,134.7135,132.1839,133.6288,6715300
2022-09-09,133.7012,134.0511,132.7304,133.5748,5415573
2022-09-12,130.7247,132.1654,130.4405,131.1240,2454309
2022-09-13,129.0568,129.8386,127.8952,129.0766,5082508
2022-09-14,128.5208,129.8719,127.7521,128.7246,2973182
2022-09-15,126.3490,127.0369,124.9860,126.1780,7695457
2022-09-16,125.4961,126.5512,124.2600,125.4852,4416767
2022-09-19,126.8612,127.8384,125.8110,126.4614,5085888
2022-09-20,128.9912,129.6492,128.0816,128.8266,4570167
2022-09-21,132.6467,133.2549,132.2663,132.5177,3511165
2022-09-22,131.2532,132.3208,130.1745,131.6091,5299094
2022-09-23,133.8433,135.4349,133.1164,134.1327,5798017
2022-09-26,135.8025,136.3699,134.5265,135.8112,5344163
2022-09-27,133.6481,134.0594,133.0402,133.4431,5247297
2022-09-28,132.4994,133.5230,131.1586,132.4494,3120168
2022-09-29,127.6722,129.2435,126.9496,128.2991,4090054
2022-09-30,127.0605,127.8978,126.0085,126.9620,1153769
2022-10-03,130.1352,131.5926,129.6362,130.4882,4895372
2022-10-04,130.5072,131.3371,128.9494,130.0579,7447779
2022-10-05,129.2266,129.3771,128.5257,128.9829,4482903
2022-10-06,133.4732,134.5597,132.2910,132.7793,2066348
2022-10-07,131.3178,132.7446,130.9791,131.4332,5309968
2022-10-10,131.2608,131.6201,130.5545,130.9945,5075136
2022-10-11,132.3141,133.5702,131.2999,131.8297,4566186
2022-10-12,132.8195,134.1033,132.4393,132.7436,1219245
2022-10-13,133.8005,134.8371,133.5742,133.7065,6449745
2022-10-14,132.6186,133.2351,131.8071,133.1164,1426748
2022-10-17,130.7069,131.2596,129.4703,130.8061,1865451
2022-10-18,130.1662,131.6481,129.2016,130.5581,3225785
2022-10-19,129.9557,131.1530,129.0406,130.1055,1399927
2022-10-20,130.4270,130.9241,129.9187,130.8100,6609475
2022-10-21,128.1666,128.8049,127.5373,128.0406,6084429
2022-10-24,128.5340,129.1277,127.3703,128.6307,2687788
2022-10-25,129.5835,130.5466,128.2001,129.4102,5502296
2022-10-26,129.1977,130.3540,128.2039,128.9062,2800404
2022-10-27,129.2442,130.7117,129.1113,129.5958,7356687
2022-10-28,132.4459,133.6992,131.1629,132.4728,3244235
2022-10-31,135.2555,135.6611,133.9023,135.1240,1845224
2022-11-01,135.5977,136.5553,134.8254,135.3827,2092209
2022-11-02,135.6177,136.4721,134.1180,135.3408,1490145
2022-11-03,132.5838,132.8556,132.0352,132.6582,3347059
2022-11-04,131.0389,131.6827,130.3576,131.0110,6024832
2022-11-07,129.3379,130.1213,129.0603,129.2946,5869981
2022-11-08,128.2104,128.5837,127.7924,128.5090,6789040
2022-11-09,131.0366,132.3324,130.4259,130.7046,6222308
2022-11-10,128.9995,129.1645,128.8096,128.9904,3151421
2022-11-11,129.8217,130.8979,129.3937,129.4585,2443542
2022-11-14,128.7736,129.2002,128.0428,128.9431,3582543
2022-11-15,128.8355,128.8613,128.4310,128.8244,6162133
2022-11-16,129.8741,130.2380,128.6448,129.4547,3861126
2022-11-17,129.5321,130.0234,128.9666,129.1237,3911041
2022-11-18,130.2566,131.2596,129.2184,130.1047,1344125
2022-11-21,129.7467,131.0426,129.2645,129.6534,3088362
2022-11-22,129.6992,129.7396,129.4368,129.6170,4349799
2022-11-23,127.7960,128.6795,127.3834,127.5030,3758355
2022-11-24,127.5036,127.9139,125.9941,127.2008,3955831
2022-11-25,130.0172,131.1738,129.8535,130.2308,3273982
2022-11-28,128.0488,128.8435,127.1578,127.8325,5734865
2022-11-29,124.2541,124.6282,123.6996,123.9716,3538992
2022-11-30,123.3938,124.0464,123.1777,123.4188,2803745
2022-12-01,124.5201,124.6652,123.8492,124.6403,5447189
2022-12-02,124.7352,125.6194,123.6779,124.6062,1579441
2022-12-05,123.0644,123.9913,122.0260,123.3195,7066331
2022-12-06,120.9051,121.6684,120.3665,120.9198,2109067
2022-12-07,123.6478,123.8233,122.1125,123.1955,2814190
2022-12-08,119.9716,120.8922,119.4907,119.9285,3452352
2022-12-09,122.2433,122.7099,121.3077,121.8435,1988679
2022-12-12,122.8726,123.2555,122.0285,122.8926,6359247
2022-12-13,122.7225,123.9105,121.5938,122.7416,6393332
2022-12-14,125.1379,126.3170,124.7053,124.8316,1254730
2022-12-15,124.9979,125.8601,123.8310,125.3309,4426166
2022-12-16,123.7820,123.9048,122.6656,123.6289,6419737
2022-12-19,123.6397,123.6999,123.5023,123.6479,2170839
2022-12-20,120.5164,121.2587,119.5728,120.5942,5766608
2022-12-21,122.6553,123.8346,121.6499,122.8493,3056663
2022-12-22,125.0405,125.3262,123.8501,125.1940,2330929
2022-12-23,125.6822,126.5670,125.1032,125.6339,7100843
2022-12-26,124.4018,125.6406,123.1447,124.1029,1466970
2022-12-27,122.5397,123.1502,121.6158,122.7100,3862494
2022-12-28,120.2221,120.9854,119.4640,120.0873,1470023
2022-12-29,119.7411,120.3554,118.9928,119.6425,6250469
2022-12-30,118.0616,118.9003,116.8934,118.0446,1181736
2023-01-02,116.8959,117.6342,115.7622,116.8761,4332329
2023-01-03,116.6391,117.1356,115.5078,116.7438,6508090
2023-01-04,117.2097,118.0806,116.4267,116.8586,6464578
2023-01-05,116.9289,117.5283,116.4137,117.3010,5546826
2023-01-06,119.0061,119.3232,118.6685,118.8173,1100179
2023-01-09,118.3231,118.3541,118.1551,118.2433,2534826
2023-01-10,116.6688,117.2546,115.6605,116.6108,2304520
2023-01-11,118.0896,118.2145,117.5526,117.8526,4895931
2023-01-12,116.0920,116.9466,114.8355,115.8932,5510821
2023-01-13,113.4572,114.7433,113.1742,114.1224,4548131
2023-01-16,116.0740,116.6607,115.7964,116.2625,7501336
2023-01-17,114.0612,114.3109,113.6327,114.1273,1180969
2023-01-18,112.3402,113.2524,111.2890,112.3598,7078593
2023-01-19,113.3747,114.0684,111.9962,113.1255,1647775
2023-01-20,113.5917,113.7269,112.4692,113.1980,4246284
2023-01-23,113.9261,114.8546,113.8207,113.8719,5349302
2023-01-24,113.9598,115.0484,113.5688,113.9242,3332641
2023-01-25,113.6483,113.9353,113.0100,113.7837,7935059
2023-01-26,113.1932,113.7011,112.3727,112.9392,4503151
2023-01-27,110.3834,111.2688,109.4911,110.4970,5155666
2023-01-30,110.9775,111.3377,110.3484,111.1693,2469326
2023-01-31,111.3408,112.4627,110.9666,111.6466,2197150
2023-02-01,111.7821,112.2117,110.9810,111.6121,1112979
2023-02-02,112.2653,112.5491,111.9495,112.1699,7725152
2023-02-03,110.0060,110.7504,109.2182,110.1522,3011827
2023-02-06,108.2016,108.7545,107.9897,108.3305,6246278
2023-02-07,109.1719,109.9510,109.1389,109.2221,4400636
2023-02-08,107.6370,108.2731,107.2795,107.4182,5517283
2023-02-09,103.7782,104.7981,103.6335,103.9149,2697952
2023-02-10,101.0231,101.8935,100.1759,101.5311,2888270
2023-02-13,101.4182,101.9173,101.0147,101.3103,5314132
2023-02-14,101.7033,102.2985,101.4081,101.8266,7796474
2023-02-15,101.2787,101.7219,100.8294,101.3443,6187179
2023-02-16,104.1804,104.5092,103.1954,104.0405,6278038
2023-02-17,104.3127,104.8590,103.7009,104.4045,7246734
2023-02-20,105.1648,105.2926,103.9730,104.9236,6937978
2023-02-21,106.3529,107.0558,105.3061,105.8539,7827428
2023-02-22,105.4711,105.6333,105.3436,105.6294,2690673
2023-02-23,107.6672,108.4054,107.0804,107.6913,2934984
2023-02-24,107.7732,108.4969,106.4783,107.4685,5218352
2023-02-27,107.8963,108.1916,106.9637,107.6762,4343247
2023-02-28,107.7043,108.5994,107.4682,107.6076,5693534
2023-03-01,110.3657,110.9048,109.8943,110.3289,7124718
2023-03-02,106.5949,107.6804,106.4946,106.7115,6688456
2023-03-03,106.2547,107.5569,106.0541,106.6675,2453083
2023-03-06,105.7641,106.3811,105.2122,105.8416,2653181
2023-03-07,106.4350,107.0587,105.3221,106.1256,1541077
2023-03-08,105.9345,105.9813,105.2299,105.8764,2238868
2023-03-09,107.7785,108.6922,107.1498,108.1847,1544214
2023-03-10,111.2698,111.7359,110.1648,111.2948,7682953
2023-03-13,109.1370,109.4868,108.8446,109.1579,3954396
2023-03-14,105.5215,106.1042,104.4718,105.4311,5002678
2023-03-15,106.8226,107.6226,105.9533,106.8027,6000683
2023-03-16,103.9720,104.4779,103.0726,104.1884,7602916
2023-03-17,104.4039,105.0043,103.8612,104.5954,1198226
2023-03-20,103.8952,104.5384,103.8803,103.9419,3785396
2023-03-21,103.3679,103.9373,102.5408,103.1987,5888268
2023-03-22,106.3765,106.4656,105.6005,106.1734,3805845
2023-03-23,103.3010,103.3047,103.1350,103.3012,3726548
2023-03-24,102.8620,103.4588,102.1674,102.7734,4388800
2023-03-27,102.2730,103.1132,101.0350,102.0511,3179140
2023-03-28,101.7176,101.8177,101.0760,101.7532,7877671
2023-03-29,102.0943,102.8333,101.8045,102.4266,7592031
2023-03-30,101.9572,102.1856,101.0027,102.0118,3242234
2023-03-31,101.4154,101.9740,100.7113,101.3611,2970077
2023-04-03,101.8506,102.3400,100.9418,101.6918,3527680
2023-04-04,102.0070,102.5791,101.4525,102.3704,5619713
2023-04-05,101.4233,102.2949,100.8664,101.0010,4709646
2023-04-06,101.7591,102.1336,100.7524,102.0956,4502210
2023-04-07,101.6954,102.1633,101.0970,102.1218,6566751
2023-04-10,100.6874,101.0524,99.7780,100.8665,2953195
2023-04-11,101.5673,102.1632,101.3723,101.4966,3236376
2023-04-12,99.0519,99.4097,98.5111,98.9625,6154765
2023-04-13,98.6799,99.7387,98.6707,98.8172,5099861
2023-04-14,99.9873,100.5392,99.9474,99.9566,7414867
2023-04-17,101.2147,101.5511,100.2574,101.3754,2679835
2023-04-18,101.8848,102.3845,101.3445,101.7223,4288167
2023-04-19,102.2856,102.9210,102.0938,102.3130,6226591
2023-04-20,101.7567,102.1905,100.8259,101.3061,1194366
2023-04-21,97.8786,98.5238,97.2772,97.8427,6198976
2023-04-24,99.3017,100.0675,98.9605,99.3643,1621276
2023-04-25,98.6975,99.3094,98.2096,98.8014,7980772
2023-04-26,96.9557,98.0478,96.1266,97.1349,6032890
2023-04-27,96.1284,97.1829,95.6957,96.3570,4952501
2023-04-28,97.0972,97.8928,96.6727,96.9651,7416811
2023-05-01,97.4252,97.9293,97.1230,97.6762,6071794
2023-05-02,97.4828,98.2715,97.1362,97.8239,5261284
2023-05-03,95.8185,96.7053,95.0500,95.7165,6249845
2023-05-04,97.8065,97.8596,97.3915,97.4999,7583977
2023-05-05,98.4220,99.0317,98.3688,98.4987,4177080
2023-05-08,99.8817,100.4702,99.0788,99.8647,1417261
2023-05-09,100.1337,100.2538,99.0643,100.0539,6414315
2023-05-10,102.6207,102.9227,102.0564,102.4762,3858670
2023-05-11,103.4614,104.1862,102.7489,102.9372,7427501
2023-05-12,102.7345,103.7378,102.4237,103.0774,4171025
2023-05-15,101.5682,102.0368,100.5704,101.4492,1622481
2023-05-16,102.8516,103.1672,102.8081,102.9288,3019627
2023-05-17,102.0577,102.5720,101.8432,102.1688,2274927
2023-05-18,101.7890,102.6908,101.4225,101.9579,6978287
2023-05-19,101.4517,102.1247,100.7666,101.6187,1261614
2023-05-22,103.2700,103.6342,102.4426,103.2810,5107857
2023-05-23,102.6976,103.2969,102.1441,102.4436,5597390
2023-05-24,101.4413,102.4807,100.6782,101.6251,6357832
2023-05-25,99.8721,100.7412,99.1132,99.8601,7286238
2023-05-26,103.1904,103.7199,102.3810,103.2689,1454748
2023-05-29,104.9420,105.4786,104.6547,104.7906,1405380
2023-05-30,105.3973,105.4113,105.3321,105.4080,7138199
2023-05-31,105.3276,105.4280,105.2909,105.3701,3844827
2023-06-01,105.2846,105.2938,105.0266,105.2490,2678642
2023-06-02,105.3440,105.8934,104.1341,105.0680,2532390
2023-06-05,106.3319,106.5856,105.3148,105.9030,4796964
2023-06-06,107.3550,107.4835,106.7092,107.3129,5241392
2023-06-07,105.3340,105.8403,105.1480,105.6097,7761528
2023-06-08,108.1670,109.1167,107.7875,107.9454,7987495
2023-06-09,106.9326,107.7320,105.8505,106.8784,1489150
2023-06-12,105.3229,106.2812,104.6227,105.4445,1999871
2023-06-13,105.9944,106.7664,105.8768,105.9694,7595774
2023-06-14,106.2848,106.7282,106.0168,106.4237,4547072
2023-06-15,107.9680,109.0024,107.1421,108.2189,3732718
2023-06-16,107.3930,108.3319,106.4949,107.2020,6163039
2023-06-19,105.6559,105.7504,104.4595,105.4419,7979434
2023-06-20,106.6541,108.0131,106.0089,107.0382,1954944
2023-06-21,107.6173,108.0872,106.9518,107.2488,3548555
2023-06-22,110.3035,111.3818,109.8947,110.5474,4828073
2023-06-23,109.7732,110.8249,109.0689,109.6294,4106206
2023-06-26,110.4531,111.0792,109.3952,110.3571,6967620
2023-06-27,110.1132,110.9561,109.9456,110.2451,2351528
2023-06-28,112.4228,112.6875,111.5502,112.2745,2439007
2023-06-29,112.2328,112.3195,111.8105,111.9830,3963374
2023-06-30,114.5093,115.8146,113.7254,114.8444,1580389
2023-07-03,113.8587,114.1380,113.8053,114.0981,2607790
2023-07-04,112.1885,112.8963,111.1402,112.4845,3980490
2023-07-05,114.0554,115.0832,113.2960,114.3661,3869550
2023-07-06,113.6599,114.2069,112.5494,113.7797,6149732
2023-07-07,112.6911,113.1547,111.7471,113.0841,3553529
2023-07-10,112.5180,112.9228,112.2605,112.3161,3437179
2023-07-11,112.2613,112.3952,112.1092,112.2862,4094446
2023-07-12,110.9879,111.1749,110.9042,110.9947,5810067
2023-07-13,107.4237,108.0344,106.4530,107.4547,5546013
2023-07-14,107.8529,108.7471,107.3010,108.2714,2534114
2023-07-17,106.7703,107.2484,106.6911,106.7859,2721479
2023-07-18,107.0525,107.8795,106.9124,106.9351,5074487
2023-07-19,106.6865,107.0709,105.9849,106.6350,6687261
2023-07-20,106.1625,106.7697,105.4661,106.3007,6046714
2023-07-21,105.4181,106.3015,104.4826,105.1880,1150557
2023-07-24,106.3253,106.9123,104.9355,105.8899,4076708
2023-07-25,104.4487,104.9586,103.9147,104.4486,6572391
2023-07-26,104.1022,105.4124,103.4723,104.3720,7574216
2023-07-27,102.6911,103.2224,102.6177,102.7952,1527904
2023-07-28,105.0276,105.3835,103.9881,105.0443,3746993
2023-07-31,105.4245,106.2863,104.3470,105.2621,5090152
2023-08-01,105.0983,105.2689,104.7763,105.0819,1971448
2023-08-02,102.0294,102.2512,101.4717,101.8347,6487363
2023-08-03,101.2875,101.8057,101.0283,101.5201,2445976
2023-08-04,101.0942,101.4955,100.3983,100.9255,5756354
2023-08-07,100.5046,101.6173,100.3538,100.6288,5036083
2023-08-08,101.7390,102.5098,101.4871,101.7664,7216967
2023-08-09,103.5737,104.0622,102.9653,103.4663,3745257
2023-08-10,105.7059,106.4900,105.1804,105.8937,1110949
2023-08-11,104.2210,105.0868,103.5332,104.0018,5977655
2023-08-14,103.5664,104.3541,102.7154,103.6020,4672332
2023-08-15,104.1065,104.6756,102.9249,103.8086,4706604
2023-08-16,103.7182,104.0810,103.2595,103.9133,7987216
2023-08-17,105.4245,105.7800,104.5169,105.3685,5771136
2023-08-18,105.1971,105.4432,104.2733,105.1954,1498230
2023-08-21,104.3845,104.6020,103.9239,104.3416,4908416
2023-08-22,105.3595,106.4041,104.8974,105.2447,2513964
2023-08-23,105.8345,106.7257,105.5866,106.1628,6927369
2023-08-24,104.7143,105.2925,104.4347,104.6123,6164056
2023-08-25,103.2883,104.1669,103.0748,103.2964,6649543
2023-08-28,103.4462,104.4613,103.3036,103.4268,4187795
2023-08-29,102.7911,103.2160,101.8789,103.0316,4769898
2023-08-30,103.5195,104.5917,103.4635,103.7253,7056662
2023-08-31,105.4307,105.5755,104.8492,105.2673,4984854
2023-09-01,102.4914,102.5288,102.1666,102.3651,5952833
2023-09-04,101.0066,101.9284,100.1613,100.9445,2455618
2023-09-05,101.4991,102.5270,101.4712,101.6352,1507997
2023-09-06,101.7625,102.7786,101.5286,101.8336,3675968
2023-09-07,99.0242,99.1249,98.8223,98.8755,4928286
2023-09-08,98.8362,99.1636,98.5422,98.6369,4365949
2023-09-11,97.1039,98.0188,96.3844,97.1562,5007763
2023-09-12,95.9015,96.2430,95.7699,95.9074,2623170
2023-09-13,96.6948,96.9038,95.9100,96.3474,2306587
2023-09-14,96.9674,97.0184,96.7657,96.9127,4141799
2023-09-15,93.5965,94.1329,93.2338,93.7597,7012437
2023-09-18,91.7129,91.9909,91.0792,91.6116,3626859
2023-09-19,92.1785,92.3951,92.0129,92.3025,2286258
2023-09-20,90.7246,91.2110,90.3800,90.6668,7913116
2023-09-21,88.6607,89.4895,88.3488,88.6511,5876912
2023-09-22,88.1345,88.5422,87.4953,87.9212,4306271
